lsoa_code,pop,econ_score,infrastructure_score,health_score,percent_working,percent_child,percent_old
W01000785,1781,3.0,4.04,6.2,0.599663110612016,0.189219539584503,0.271195957327344
W01000786,1300,4.55,7.38,8.1,0.590769230769231,0.15,0.356153846153846
W01000787,1450,25.75,28.66,29.7,0.663448275862069,0.186896551724138,0.226896551724138
W01000788,1548,32.25,27.32,30.6,0.634366925064599,0.183462532299742,0.231266149870801
W01000789,1375,42.85,32.06,44.7,0.640727272727273,0.208727272727273,0.204363636363636
W01000790,2865,18.55,28.6,35.8,0.739267015706806,0.132286212914485,0.134380453752181
W01000791,1453,3.65,7.84,8.9,0.708878183069511,0.152099105299381,0.213351686166552
W01000792,1630,3.8,12.52,4.8,0.598773006134969,0.166871165644172,0.32638036809816
W01000793,1917,2.45,11.54,4.7,0.650495565988524,0.19509650495566,0.199791340636411
W01000794,2257,11.6,14.36,10.5,0.689410722197607,0.202481169694284,0.169251218431546
W01000795,1572,8.9,14.18,11.5,0.671119592875318,0.155852417302799,0.253180661577608
W01000797,1509,11.9,10.28,10.4,0.576540755467197,0.152418820410868,0.345261762756793
W01000798,1421,20.15,8.74,16.6,0.546094299788881,0.167487684729064,0.369458128078818
W01000799,1850,50.05,19.86,44.6,0.651351351351351,0.247027027027027,0.131351351351351
W01000800,1460,2.35,16.42,7.0,0.582191780821918,0.172602739726027,0.332191780821918
W01000801,1670,44.5,21.74,54.7,0.659880239520958,0.192814371257485,0.203592814371257
W01000802,2334,23.75,15.54,20.8,0.60497000856898,0.185946872322194,0.278491859468723
W01000803,1884,9.75,34.98,7.8,0.599787685774947,0.178874734607219,0.328556263269639
W01000804,1456,0.8,13.76,0.2,0.481456043956044,0.133928571428571,0.469093406593407
W01000805,1155,0.35,5.88,0.1,0.583549783549784,0.157575757575758,0.357575757575758
W01000806,1463,13.2,19.64,16.3,0.60082023239918,0.165413533834586,0.297334244702666
W01000807,1226,5.0,10.06,8.3,0.615008156606852,0.140293637846656,0.362969004893964
W01000808,1462,16.25,14.72,17.5,0.560875512995896,0.133378932968536,0.363201094391245
W01000809,1483,23.25,21.56,26.6,0.629804450438301,0.16857720836143,0.265677680377613
W01000810,1348,67.9,39.82,78.8,0.591246290801187,0.209940652818991,0.237388724035608
W01000811,1358,44.5,27.24,45.5,0.677466863033873,0.176730486008837,0.229749631811487
W01000812,1473,51.25,34.08,60.0,0.668703326544467,0.196198234894773,0.21724372029871
W01000813,1544,14.3,16.48,11.8,0.636010362694301,0.142487046632124,0.301165803108808
W01000814,1457,55.25,36.06,54.3,0.624571036376115,0.185312285518188,0.249142072752231
W01000815,1471,8.15,17.3,6.8,0.594833446634942,0.133242692046227,0.346023113528212
W01000816,1860,3.65,13.4,6.6,0.646774193548387,0.166666666666667,0.249462365591398
W01000817,1949,75.15,32.22,76.1,0.614161108260647,0.240636223704464,0.203181118522319
W01000818,1492,46.9,24.56,33.4,0.534182305630027,0.239276139410188,0.276139410187668
W01000819,1425,6.55,7.74,5.2,0.564210526315789,0.11719298245614,0.40280701754386
W01000820,1384,20.9,17.34,22.8,0.617052023121387,0.166184971098266,0.277456647398844
W01000821,1466,22.3,15.06,17.3,0.596862210095498,0.171896316507503,0.291268758526603
W01000822,1200,14.1,10.04,15.8,0.5125,0.125,0.46
W01000823,1855,0.7,4.68,0.2,0.499191374663073,0.173045822102426,0.375741239892183
W01000824,1636,3.7,6.24,2.8,0.511002444987775,0.130195599022005,0.441931540342298
W01000825,1300,3.4,11.24,1.8,0.595384615384615,0.124615384615385,0.373076923076923
W01000826,1247,2.35,9.0,1.8,0.540497193263833,0.135525260625501,0.454691259021652
W01000827,1224,1.25,4.16,0.5,0.564542483660131,0.129901960784314,0.395424836601307
W01000828,1650,2.65,13.42,2.0,0.547272727272727,0.113333333333333,0.424848484848485
W01000829,1976,12.15,8.62,13.9,0.593623481781376,0.161943319838057,0.328947368421053
W01000830,1804,91.05,41.92,86.5,0.594789356984479,0.310421286031042,0.124722838137472
W01000831,1760,69.0,32.68,60.3,0.623295454545455,0.230113636363636,0.219886363636364
W01000832,1573,80.1,38.68,81.1,0.635092180546726,0.214240305149396,0.215511760966306
W01000833,1643,92.0,40.9,87.6,0.60438222763238,0.269628727936701,0.153986609860012
W01000834,1418,61.1,31.2,49.7,0.584626234132581,0.245416078984485,0.212270803949224
W01000835,1454,60.0,24.38,61.3,0.565337001375516,0.218019257221458,0.262035763411279
W01000836,2446,53.25,30.58,33.7,0.625102207686018,0.275551921504497,0.131234668847097
W01000837,2345,1.1,10.34,1.7,0.604690831556503,0.221321961620469,0.224733475479744
W01000838,1236,39.0,16.3,38.3,0.592233009708738,0.209546925566343,0.249190938511327
W01000839,1044,1.9,9.94,3.1,0.516283524904215,0.146551724137931,0.409961685823755
W01000840,1615,2.35,2.78,0.5,0.481733746130031,0.142414860681115,0.460061919504644
W01000841,1470,20.0,16.36,19.3,0.614965986394558,0.157823129251701,0.300680272108844
W01000842,1452,13.15,16.72,13.5,0.577823691460055,0.15771349862259,0.329201101928375
W01000843,1329,9.55,5.82,12.7,0.617757712565839,0.176824680210685,0.27614747930775
W01000844,1562,38.15,18.92,63.8,0.606914212548015,0.229833546734955,0.213828425096031
W01000845,2063,4.9,7.96,7.2,0.618516723218614,0.172079495879787,0.276296655356277
W01000846,2114,21.55,14.36,18.0,0.640964995269631,0.210501419110691,0.202932828760643
W01000847,1263,15.4,13.76,13.8,0.59778305621536,0.151227236737926,0.334916864608076
W01000848,1142,47.15,22.36,45.4,0.59369527145359,0.225043782837128,0.230297723292469
W01000849,2217,34.3,25.52,35.0,0.667117726657645,0.207036535859269,0.16147947677041
